"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.34275117298715e-54,0.652659012049813,1,0.992,1.67414726744107e-51,"4","CD278"
3.33023925592634e-47,0.484493985494505,1,0.995,7.59294550351205e-45,"4","CD26-2"
5.76627844373424e-45,0.627648418113508,0.999,0.955,1.31471148517141e-42,"4","GP130"
5.86240641651597e-45,0.384680810299585,0.999,0.989,1.33662866296564e-42,"4","CD202b"
2.38646136869833e-44,0.445776168370427,1,0.975,5.4411319206322e-42,"4","CD56-1"
6.46406669970484e-44,0.451052111018644,0.997,0.969,1.4738072075327e-41,"4","CD357"
2.5724835753025e-43,0.623643303738427,1,0.996,5.86526255168969e-41,"4","CD127"
9.20848904453566e-42,0.503687605913878,1,0.999,2.09953550215413e-39,"4","CD28"
3.04001079924482e-41,0.444963763001394,1,0.973,6.93122462227819e-39,"4","CD370"
1.02579872628723e-40,0.39609783525903,0.999,0.987,2.33882109593488e-38,"4","CD144"
2.73624847263307e-38,0.351278525282142,1,1,6.23864651760341e-36,"4","CD109"
1.55489441801819e-37,0.496797075754601,0.999,0.959,3.54515927308148e-35,"4","CD338"
1.42769894252642e-34,0.384609445723494,1,0.985,3.25515358896025e-32,"4","Rat-IgG1-2"
1.07120851245785e-30,0.58040055647044,0.984,0.854,2.4423554084039e-28,"4","CD68"
1.96136889509546e-30,0.441888941596376,0.996,0.96,4.47192108081764e-28,"4","LOX-1"
2.78420605138404e-30,0.336300379125619,0.997,0.975,6.34798979715561e-28,"4","CD243"
1.69065133828118e-29,1.08137530793256,0.89,0.639,3.85468505128109e-27,"4","CD185"
5.54414731538945e-28,0.339535737620767,0.999,0.988,1.2640655879088e-25,"4","CD138-2"
1.06917543106902e-27,0.562709658494959,0.922,0.775,2.43771998283737e-25,"4","CD294"
4.70874018668349e-24,0.367022688449093,0.999,0.989,1.07359276256384e-21,"4","Rat-IgG1-1"
1.25943701242321e-23,0.589302579782197,0.96,0.816,2.87151638832492e-21,"4","CD126"
4.6786262235367e-23,0.419451790247899,0.99,0.94,1.06672677896637e-20,"4","CD223"
2.04461405707119e-21,0.286722198545019,0.999,0.992,4.66172005012232e-19,"4","Galectin-9"
3.18605101882871e-20,0.474660259215637,0.986,0.93,7.26419632292946e-18,"4","CD83"
5.33363995147919e-20,0.476668258123519,0.94,0.814,1.21606990893726e-17,"4","CD30"
5.92245526450729e-18,0.257004827029209,1,0.999,1.35031980030766e-15,"4","Integrin-7"
7.42490090009675e-18,0.354050543639392,0.984,0.918,1.69287740522206e-15,"4","CD24"
7.98269320551809e-18,0.366857902507227,0.952,0.869,1.82005405085812e-15,"4","VEGFR-3"
3.33053575080168e-16,0.28959072644433,0.963,0.899,7.59362151182784e-14,"4","C5L2"
9.09816162961299e-16,0.643387958155146,0.769,0.58,2.07438085155176e-13,"4","Podoplanin"
1.59182759661941e-15,0.297873953697454,0.948,0.885,3.62936692029226e-13,"4","Rag-IgG2c"
7.97182427734813e-15,0.574130606408542,0.806,0.623,1.81757593523537e-12,"4","CD115"
8.20323941940297e-11,0.317976034421595,0.979,0.923,1.87033858762388e-08,"4","CD154"
8.70099553451566e-10,0.440206557844488,0.831,0.708,1.98382698186957e-07,"4","CD158f"
1.64693756950252e-09,0.48523539584399,0.884,0.752,3.75501765846574e-07,"4","CD140b"
2.59707501549143e-09,0.363790416092446,0.935,0.818,5.92133103532046e-07,"4","CD319"
2.97597403020243e-09,0.350289786937058,0.902,0.812,6.78522078886154e-07,"4","CD1a"
3.04196092139183e-09,0.275449703951798,0.937,0.863,6.93567090077337e-07,"4","CD235ab"
1.32796719884201e-07,0.269825587241221,0.971,0.928,3.02776521335978e-05,"4","CD90"
1.62045288817514e-07,0.402656853810274,1,0.998,3.69463258503931e-05,"4","CD2"
4.39763633949292e-07,0.298735441560477,0.852,0.762,0.000100266108540438,"4","CD307d"
1.25751099786847e-06,0.402560883843954,0.787,0.673,0.000286712507514012,"4","Rat-IgG2b"
1.39990592077879e-06,0.302858741786956,0.716,0.63,0.000319178549937565,"4","CD284"
6.59017082786556e-06,0.276468166762252,0.862,0.778,0.00150255894875335,"4","CD204"
4.11777516912297e-143,2.31469762347487,0.997,0.816,9.38852738560036e-141,"5","CD335"
1.16517261203059e-141,1.26385643943174,1,0.994,2.65659355542975e-139,"5","CD122"
3.13617530661145e-140,1.42511629942029,1,1,7.15047969907411e-138,"5","CD16"
4.12112014057065e-132,0.444102766206541,1,1,9.39615392050109e-130,"5","CD43"
6.06055941467511e-126,1.58949622687659,1,0.967,1.38180754654592e-123,"5","CD56-2"
1.55774928258272e-122,0.728671104012616,1,1,3.55166836428859e-120,"5","CD244"
1.79821992520904e-107,0.904029604985436,1,0.998,4.09994142947661e-105,"5","CD38-2"
7.25206032575497e-107,0.852349809338518,1,1,1.65346975427213e-104,"5","CD38-1"
3.35566978652729e-106,1.51909373492093,0.984,0.91,7.65092711328221e-104,"5","CD337"
4.34115253240542e-95,0.917840514842011,0.998,0.975,9.89782777388437e-93,"5","CD56-1"
4.16226684184226e-92,0.922033806359725,1,0.991,9.48996839940035e-90,"5","CD45RA"
1.60649843697381e-71,1.3286668970288,0.952,0.809,3.66281643630029e-69,"5","CD161"
1.16792095997785e-61,0.678968316590145,1,0.997,2.6628597887495e-59,"5","CD314"
1.1283853915854e-47,0.297464269811444,1,1,2.57271869281472e-45,"5","CD57"
1.74531607899129e-42,0.527376102454595,0.997,0.991,3.97932066010015e-40,"5","CX3CR1"
