"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.62048833193743e-49,1.18130153551305,0.867,0.444,1.71321656215142e-44,"0","TIMP1"
1.4580564903237e-48,1.59137012394162,0.758,0.246,2.59650699796844e-44,"0","PILRA"
2.38145760438806e-48,0.782262564186735,0.986,0.549,4.24089970189427e-44,"0","HLA-DRA"
2.89479697295153e-48,1.30817055348503,0.908,0.633,5.15505444943208e-44,"0","ZFP36L1"
3.98755113703404e-48,1.36647579135985,0.869,0.379,7.10103106483022e-44,"0","FGR"
4.17085585412435e-48,2.17534721804296,0.65,0.191,7.42746010502465e-44,"0","CLEC4A"
5.15969929772137e-48,1.53605880954194,0.757,0.356,9.18839250938222e-44,"0","HLA-DRB5"
6.23477985925182e-48,1.77250844227979,0.756,0.27,1.11028959733556e-43,"0","MEGF9"
6.50513908727794e-48,1.71900804045852,0.738,0.239,1.15843516866246e-43,"0","LILRB3"
1.28108503914703e-47,2.05877614030825,0.669,0.205,2.28135623771303e-43,"0","RNASE6"
4.15981651043432e-47,1.60015746020632,0.764,0.267,7.40780124178144e-43,"0","CPPED1"
5.1300489101987e-47,0.715993325772837,0.996,0.73,9.13559109928185e-43,"0","CD74"
1.39898741017139e-46,1.74094247593873,0.705,0.228,2.49131678003321e-42,"0","PLXDC2"
3.64231502767272e-46,2.06422608191515,0.535,0.156,6.48623460127957e-42,"0","SHTN1"
7.05979263054383e-46,1.58632555186602,0.718,0.274,1.25720787164725e-41,"0","LY86"
2.28317899008619e-45,2.56850057847976,0.52,0.127,4.06588514554549e-41,"0","AC020916.1"
2.45873825499797e-45,2.42109819200869,0.597,0.155,4.37852108450038e-41,"0","KLF4"
3.04571580283438e-45,3.09593776576554,0.446,0.085,5.42381070168746e-41,"0","RETN"
3.34830675799085e-45,2.20381712259831,0.538,0.155,5.96266467463011e-41,"0","TMEM170B"
5.396671370608e-45,2.14326896760141,0.548,0.151,9.61039237677873e-41,"0","CREB5"
6.30677752365905e-45,1.90272783355438,0.599,0.193,1.1231109414132e-40,"0","NRGN"
6.34401219638954e-45,1.45723492835343,0.767,0.298,1.12974169193305e-40,"0","CCDC88A"
9.95205331319586e-45,1.78841486346214,0.721,0.273,1.77226165401392e-40,"0","DPYSL2"
2.57263770767583e-44,2.14605432444182,0.585,0.188,4.58135322982911e-40,"0","NR4A1"
8.06086886156657e-44,1.02859769370017,0.813,0.403,1.43547952686777e-39,"0","SOD2"
8.72638703268492e-44,1.65056820347776,0.691,0.239,1.55399500278053e-39,"0","RAB31"
9.27359912824773e-44,1.56292981363281,0.73,0.245,1.65144253275836e-39,"0","IRAK3"
1.1548482193988e-43,1.62966072456015,0.743,0.311,2.05655370910539e-39,"0","GLUL"
1.66243974984466e-43,1.69166567517723,0.633,0.22,2.96047270652337e-39,"0","C19orf38"
4.28668759440649e-43,1.42686820778839,0.788,0.341,7.63373326811909e-39,"0","ADA2"
5.30573070422771e-43,1.39575187509206,0.805,0.402,9.44844523808871e-39,"0","FBXL5"
6.10719489489704e-43,1.07459835780111,0.849,0.445,1.08756926688327e-38,"0","LYST"
6.97862084417518e-43,1.37399155916154,0.715,0.296,1.24275279993072e-38,"0","IFNGR2"
8.1342216452509e-43,1.80053302615724,0.559,0.208,1.44854219058628e-38,"0","EIF4EBP1"
1.11709852144273e-42,2.29938302479229,0.51,0.13,1.98932904698522e-38,"0","CYP1B1"
2.17149060151658e-42,1.61353575380397,0.687,0.238,3.86699046318073e-38,"0","FCGR2A"
3.19417300116465e-42,1.45838738853856,0.767,0.31,5.68818328047401e-38,"0","OGFRL1"
3.97478132593931e-42,1.89294670812737,0.665,0.225,7.07829058523272e-38,"0","PGD"
